,background,justClass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,weapons,castingStat,processedRace,processedSpells,processedWeapons,levelGroup,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,castCha,castInt,castWis,castCon,castDex,castStr,simpleWeapon,martialWeapon,rangedWeapon,num_feats,num_spells,multiClass
5282,Outlander,Fighter,5,Great Weapon Master,44,18,15,14,15,8,11,12,Athletics|Insight|Perception|Survival|Intimidation,+1 Eager Trident|Handaxe|Dagger|Quarterstaff|Bite,Int,Lizardfolk,,Trident|Handaxe|Dagger|Quarterstaff|,4-7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
5283,Faction Agent,Rogue,5,Squat Nimbleness,50,15,11,20,15,10,11,11,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Rapier|Shortbow|Dagger,Int,Goblin,,Rapier|Shortbow|Dagger,4-7,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0
5284,Outlander,Druid,5,Elemental Adept,50,13,14,12,14,11,19,12,Athletics|Insight|Perception|Survival,Scimitar,Wis,Firbolg,Invisibility*2|Pass Without Trace*2|Daylight*3|Haste*3,Scimitar,4-7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,4,0
5285,Barbarian Tribe Member,Barbarian,5,,80,17,20,16,18,12,11,13,Athletics|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,Int,Goliath,,Greataxe|Handaxe|Javelin,4-7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
5286,Hermit,Monk,7,,68,17,12,20,14,10,15,6,Stealth|Religion|Insight|Medicine|Perception,Unarmed strike|Dagger|Shortsword|Longbow|Longsword,Wis,Elf,Minor Illusion*0|Darkness*2|Darkvision*2|Pass Without Trace*2|Silence*2,Unarmed Strike|Dagger|Shortsword|Longbow|Longsword,4-7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,5,0
5287,Knight,Fighter,3,,23,18,12,15,13,17,11,11,History|Insight|Perception|Persuasion,"Scimitar|Crossbow, light",Int,Human,Booming Blade*0|Ray of Frost*0|Magic Missile*1|Shield*1|Witch Bolt*1,"Scimitar|Crossbow, Light",1-3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0
5288,Outlander,Sorcerer,5,War Caster,40,14,18,12,13,10,10,20,Athletics|Insight|Survival|Persuasion,Dagger,Cha,Aasimar,,Dagger,4-7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
5289,Criminal,Rogue,4,,29,13,8,17,10,13,13,16,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,Int,Tiefling,,Rapier|Shortbow|Dagger,4-7,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
5290,Sage,Warlock,6,Moderately Armored,43,15,10,16,15,13,15,20,Arcana|History|Religion|Deception,Quarterstaff|Spear|Dagger,Cha,Tiefling,Eldritch Blast*0|Thaumaturgy*0|Prestidigitation*0|Guidance*0|Friends*0|Spare the Dying*0|Hex*1|Hellish Rebuke*1|*|Shatter*2|Hold Person*2|Dispel Magic*3|Major Image*3,Quarterstaff|Spear|Dagger,4-7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,13,0
5291,Far Traveler,Wizard,6,,38,11,10,13,14,17,14,10,Arcana|History|Investigation|Insight|Medicine|Perception,Quarterstaff,Int,Half-Elf,,Quarterstaff,4-7,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5292,Cloistered Scholar,Wizard,1,,9,16,8,16,16,14,10,10,Stealth|Arcana|Insight|Perception,Dagger|Dart,Int,Genasi,Ray of Frost*0|Prestidigitation*0|Minor Illusion*0|Mage Armor*1|Shield*1|Find Familiar*1|Alarm*1|Detect Magic*1|Grease*1,Dagger|Dart,1-3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,9,0
5293,Sage,Wizard,3,,20,12,8,14,14,16,12,12,Arcana|History|Investigation|Insight,Dagger,Int,Gnome,,Dagger,1-3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5294,Sage,Wizard,1,,8,12,10,14,14,17,12,8,Arcana|History|Investigation|Medicine,Quarterstaff,Int,Gnome,,Quarterstaff,1-3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5295,Charlatan,Warlock,1,,10,12,10,13,14,13,8,17,Sleight of Hand|Nature|Deception|Intimidation,"Crossbow, light|Sickle|Dagger",Cha,Tiefling,,"Crossbow, Light|Sickle|Dagger",1-3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5296,Urchin,Sorcerer,1,,8,12,8,14,15,10,12,17,Sleight of Hand|Stealth|Religion|Insight|Deception|Persuasion,Quarterstaff|Dagger,Cha,Half-Elf,,Quarterstaff|Dagger,1-3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5297,Criminal,Rogue,1,,9,14,9,16,13,15,14,11,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Deception,Rapier|Shortbow|Dagger,Int,Human,,Rapier|Shortbow|Dagger,1-3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
5298,Folk Hero,Ranger,1,,11,14,8,17,12,13,14,11,Stealth|Nature|Animal Handling|Perception|Survival,Shortsword|Longbow,Wis,Halfling,,Shortsword|Longbow,1-3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
5299,Noble,Paladin,1,,11,18,17,10,13,8,12,15,Athletics|History|Intimidation|Persuasion,War pick|Javelin,Cha,Dragonborn,,War pick|Javelin,1-3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5300,Hermit,Monk,1,,10,14,13,15,12,8,15,12,Acrobatics|Stealth|Religion|Medicine,Quarterstaff|Dart|Unarmed strike,Int,Dwarf,,Quarterstaff|Dart|Unarmed Strike,1-3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5301,Soldier,Fighter,1,,12,16,16,15,14,13,11,9,Athletics|Insight|Perception|Intimidation,"Halberd|Warhammer|Crossbow, light",Int,Human,,"Halberd|Warhammer|Crossbow, Light",1-3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5302,Hermit,Druid,1,,10,13,10,15,14,12,16,8,Nature|Religion|Medicine|Perception|Survival,Shortbow|Spear,Wis,Elf,,Shortbow|Spear,1-3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
5303,Acolyte,Cleric,1,,11,17,14,12,15,10,16,8,History|Religion|Insight|Medicine,"Mace|Crossbow, light",Wis,Dwarf,Bless*1|Cure Wounds*1,"Mace|Crossbow, Light",1-3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
5304,Charlatan,Bard,1,,9,13,10,15,13,12,9,17,Acrobatics|Sleight of Hand|Investigation|Animal Handling|Deception|Performance|Persuasion,Rapier|Dagger,Cha,Half-Elf,,Rapier|Dagger,1-3,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5305,Outlander,Barbarian,1,,14,13,17,12,15,8,13,10,Athletics|Animal Handling|Perception|Survival|Intimidation,Maul|Javelin|Handaxe,Int,Half-Orc,,Maul|Javelin|Handaxe,1-3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
5306,Sage,Druid,9,,69,16,13,12,12,15,19,14,Arcana|History|Nature|Perception,Dart|Dagger|Quarterstaff,Wis,Tiefling,,Dart|Dagger|Quarterstaff,8-11,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5307,Urchin,Rogue|Wizard,9,,72,18,12,20,13,16,12,17,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Shortsword|Dagger|Dragon Edge Dagger|Aurum and Argentum|Shadow Drinker,Int,Half-Elf,,Shortsword|Dagger|Dagger||,8-11,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
5308,Sailor,Rogue|Bard,4,,27,15,6,19,12,12,15,16,Athletics|Acrobatics|Stealth|Investigation|Nature|Insight|Perception|Survival|Performance,Rapier|Shortbow|Dagger,Int,Aarakocra,Vicious Mockery*0|True Strike*0|Cure Wounds*1|Thunderwave*1|*|Tasha's Hideous Laughter*1,Rapier|Shortbow|Dagger,4-7,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,6,1
5309,Sailor,Rogue|Bard,4,,27,15,6,19,12,12,15,16,Athletics|Acrobatics|Stealth|Investigation|Nature|Insight|Perception|Survival|Performance,Rapier|Shortbow|Dagger,Int,Aarakocra,Vicious Mockery*0|True Strike*0|Cure Wounds*1|Thunderwave*1|*|Tasha's Hideous Laughter*1,Rapier|Shortbow|Dagger,4-7,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,6,1
5310,Urchin,Ranger,5,Crossbow Expert,54,17,11,18,15,14,15,11,Sleight of Hand|Stealth|Nature|Insight|Perception|Survival,"Rapier|Crossbow, heavy|Crossbow, hand",Wis,Human,Disguise Self*1|Rope Trick*2,"Rapier|Crossbow, Heavy|Crossbow, hand",4-7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,2,0
5311,Hermit,Monk,5,Observant,47,17,14,18,14,14,16,14,Stealth|History|Religion|Insight|Medicine|Perception,Quarterstaff|Dart|Unarmed strike,Int,Tabaxi,,Quarterstaff|Dart|Unarmed Strike,4-7,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
5312,Folk Hero,Barbarian|Druid,8,Resilient,89,17,18,16,18,12,15,13,Athletics|Animal Handling|Perception|Survival|Intimidation,Greatsword |Handaxe|Javelin|Slashy Bois,Wis,Human,,Greatsword|Handaxe|Javelin|,8-11,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1
5313,Hermit,Druid,14,Skilled,94,14,10,16,11,12,20,12,Arcana|Nature|Religion|Animal Handling|Insight|Medicine|Perception|Survival,Quarterstaff|Scimitar,Wis,Elf,Druidcraft*0|Gust*0|Produce Flame*0|Thorn Whip*0|Cure Wounds*1|Entangle*1|Ice Knife*1|Animal Messenger*2|Beast Sense*2|Lesser Restoration*2|Moonbeam*2|Call Lightning*3|Dispel Magic*3|Meld Into Stone*3|Protection from Energy*3|Conjure Woodland Beings*4|Dominate Beast*4|Grasping Vine*4|Antilife Shell*5|Insect Plague*5|Transport via Plants*6|Regenerate*7,Quarterstaff|Scimitar,12-15,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,22,0
5314,Knight,Paladin,3,Lucky,25,18,15,9,13,11,12,14,Athletics|Religion|Insight|Intimidation|Persuasion,Longsword|Javelin|Javelin|Javelin|Javelin,Cha,Human,Hunter's Mark*1|Command*1|Bane*1,Longsword|Javelin|Javelin|Javelin|Javelin,1-3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,3,0
5315,Cloistered Scholar,Wizard,1,,9,13,8,16,16,14,10,10,Stealth|Arcana|Insight|Perception,Quarterstaff,Int,Genasi,,Quarterstaff,1-3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5316,Sage,Sorcerer,1,,9,15,9,14,14,14,10,16,Sleight of Hand|Stealth|Arcana|History|Investigation|Persuasion,"Crossbow, light|Dagger",Cha,Half-Elf,Fire Bolt*0|Shocking Grasp*0|Ray of Frost*0|Acid Splash*0|Magic Missile*1|Detect Magic*1,"Crossbow, Light|Dagger",1-3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,6,0
5317,Sage,Sorcerer,1,,9,15,8,15,15,10,10,17,Arcana|History|Insight|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",Cha,Half-Elf,Fire Bolt*0|Ray of Frost*0|Acid Splash*0|Shocking Grasp*0|Detect Magic*1|Magic Missile*1,"Crossbow, Light|Dagger",1-3,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0
5318,Haunted One,Ranger,3,,25,14,8,18,12,15,12,10,Stealth|Arcana|Investigation|Religion|Insight,"Shortsword|Crossbow, Heavy",Wis,Halfling,Protection from Evil and Good*1,"Shortsword|Crossbow, Heavy",1-3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5319,Haunted One,Ranger,3,,25,14,8,18,12,15,12,10,Stealth|Arcana|Investigation|Religion|Insight,"Shortsword|Crossbow, Heavy",Wis,Halfling,Protection from Evil and Good*1,"Shortsword|Crossbow, Heavy",1-3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5320,Outlander,Paladin,15,Shield Master|Mage Slayer,142,27,21,14,14,11,14,16,Athletics|Medicine|Survival|Persuasion,Glaive|Longsword +3|Longbow|Bronze Fate Of Tiamat|Holy Avenger,Cha,Aasimar,Ensnaring Strike*1|Speak with Animals*1|Compelled Duel*1|Heroism*1|Command*1|Detect Evil and Good*1|Divine Favor*1|Shield of Faith*1|Moonbeam*2|Misty Step*2|Zone of Truth*2|Aid*2|Find Steed*2|Branding Smite*2|Lesser Restoration*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4,Glaive|Longsword|Longbow||,12-15,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2,19,0
5321,Hermit,Warlock,5,War Caster,50,13,14,16,14,10,12,20,Arcana|History|Religion|Medicine,Dagger,Cha,Aasimar,,Dagger,4-7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5322,Far Traveler,Monk,1,,10,19,12,18,14,12,20,14,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception,Quarterstaff|Unarmed strike|Dart,Int,Shifter,,Quarterstaff|Unarmed Strike|Dart,1-3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5323,Acolyte,Cleric,1,,12,18,12,18,18,15,18,15,History|Religion|Insight|Persuasion,"Mace|Crossbow, light",Wis,Loxodon,Spare the Dying*0|Bane*1|False Life*1,"Mace|Crossbow, Light",1-3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0
5324,Sailor,Fighter,5,Dual Wielder,55,18,18,15,13,10,10,14,Athletics|Acrobatics|Perception|Survival,Longsword|Flail,Int,Tiefling,,Longsword|Flail,4-7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
5325,Far Traveler,Paladin,5,Martial Adept,60,17,16,9,15,13,10,18,Insight|Perception|Intimidation|Persuasion,Greatsword,Cha,Simic hybrid,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Greatsword,4-7,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0
5326,Folk Hero,Fighter,5,Second Chance,65,14,9,18,16,15,10,12,Acrobatics|Animal Handling|Perception|Survival,Longbow|Shortsword|Shortsword,Int,Halfling,Green-Flame Blade*0|Mage Hand*0|Shield*1|Find Familiar*1|Ice Knife*1|*,Longbow|Shortsword|Shortsword,4-7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,6,0
5327,Entertainer,Bard,5,Defensive Duelist,50,16,11,18,14,13,12,17,Acrobatics|Stealth|History|Investigation|Insight|Perception|Performance,Rapier|Dagger,Cha,Tabaxi,Earth Tremor*1|Bane*1|Healing Word*1|Dissonant Whispers*1|Invisibility*2|Blindness/Deafness*2|Silence*2|Bestow Curse*3,Rapier|Dagger,4-7,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,8,0
5328,Acolyte,Warlock,5,Elven Accuracy,38,14,8,15,14,10,12,18,Sleight of Hand|Arcana|Religion|Insight|Perception,Sickle|Quarterstaff|Dagger|Eldritch  Blast|Chill Touch,Cha,Half-Elf,Light*0|Sacred Flame*0|Eldritch Blast*0|Chill Touch*0|Minor Illusion*0|Guidance*0|Prestidigitation*0|Spare the Dying*0|Cure Wounds*1|Hex*1|Ceremony*1|Identify*1|Shatter*2|Lesser Restoration*2|See Invisibility*2|Invisibility*2|Hypnotic Pattern*3,Sickle|Quarterstaff|Dagger||,4-7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,17,0
5329,Haunted One,Monk,5,,55,16,14,16,16,12,17,11,Athletics|Acrobatics|Investigation|Religion|Persuasion,Unarmed Strike,Int,Minotaur,,Unarmed Strike,4-7,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5330,Soldier,Ranger,3,Alert,31,15,15,19,15,11,18,9,Athletics|Stealth|Animal Handling|Insight|Perception|Intimidation,Shortsword|Longbow,Wis,Human,Disguise Self*1|Zephyr Strike*1|Longstrider*1|Goodberry*1,Shortsword|Longbow,1-3,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,4,0
5331,Acolyte,Cleric,5,,60,18,13,10,16,11,18,10,History|Religion|Insight|Medicine,Warhammer,Wis,Dwarf,Mending*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Sanctuary*1|Lesser Restoration*2|Spiritual Weapon*2|Aid*2|Prayer of Healing*2|Zone of Truth*2|Mass Healing Word*3|Spirit Guardians*3,Warhammer,4-7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,17,0
5332,Sage,Wizard,1,Observant,8,11,10,13,14,17,15,9,Arcana|History|Investigation|Insight,Quarterstaff,Int,Human,Fire Bolt*0|Light*0|Mage Hand*0|Burning Hands*1|Detect Magic*1|Expeditious Retreat*1|Longstrider*1|Mage Armor*1|Magic Missile*1,Quarterstaff,1-3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9,0
5333,Charlatan,Sorcerer,1,,7,11,9,12,13,15,10,19,Sleight of Hand|Arcana|Deception|Persuasion,Dagger|Fire Bolt|Ray Of Frost|Poison Spray|Shocking Grasp,Cha,Tiefling,Minor Illusion*0|Fire Bolt*0|Ray of Frost*0|Poison Spray*0|Shocking Grasp*0|Shield*1|Expeditious Retreat*1,Dagger||||,1-3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7,0
5334,Charlatan,Sorcerer,1,,7,11,9,12,13,15,10,19,Sleight of Hand|Arcana|Deception|Persuasion,Dagger,Cha,Tiefling,Minor Illusion*0|Fire Bolt*0|Ray of Frost*0|Poison Spray*0|Shocking Grasp*0|Shield*1|Witch Bolt*1,Dagger,1-3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7,0
5335,Charlatan,Sorcerer,1,,7,15,9,14,10,11,15,19,Sleight of Hand|Arcana|Deception|Intimidation,Dagger,Cha,Tiefling,Minor Illusion*0|Fire Bolt*0|Ray of Frost*0|Poison Spray*0|Shocking Grasp*0|Shield*1|Witch Bolt*1,Dagger,1-3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7,0
5336,Charlatan,Sorcerer,1,,6,15,9,14,10,11,15,19,Sleight of Hand|Arcana|Deception|Intimidation,Dagger,Cha,Tiefling,Minor Illusion*0|Fire Bolt*0|Ray of Frost*0|Poison Spray*0|Shocking Grasp*0|Shield*1|Witch Bolt*1,Dagger,1-3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7,0
5337,Charlatan,Sorcerer,1,,6,15,9,14,10,11,15,19,Sleight of Hand|Arcana|Deception|Intimidation,Dagger,Cha,Tiefling,Minor Illusion*0|Fire Bolt*0|Ray of Frost*0|Poison Spray*0|Shocking Grasp*0|Shield*1|Witch Bolt*1,Dagger,1-3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7,0
5338,Criminal,Cleric,5,War Caster,38,16,14,10,14,10,18,10,Stealth|Religion|Medicine|Deception,"Mace|Crossbow, light",Wis,Human,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,"Mace|Crossbow, Light",4-7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,6,0
5339,Criminal,Paladin,6,Heavy Armor Master,52,18,18,10,14,8,12,14,Stealth|Insight|Deception|Intimidation|Persuasion,Flail|Javelin,Cha,Half-Orc,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2,Flail|Javelin,4-7,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,4,0
5340,Outlander,Fighter,3,War Caster,27,14,13,17,15,14,11,9,Athletics|Acrobatics|Insight|Perception|Survival,Longbow|Rapier|Handaxe,Int,Human,,Longbow|Rapier|Handaxe,1-3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
5341,Noble,Fighter,1,,12,16,17,14,15,12,11,15,Athletics|History|Perception|Intimidation|Persuasion,Longsword|Gray-Crossbow,Int,Elf,,Longsword|,1-3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5342,Criminal,Rogue,1,,8,16,9,20,10,17,11,12,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,Int,Elf,Message*0,Rapier|Shortbow|Dagger,1-3,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0
5343,Noble,Cleric,1,,10,18,10,18,14,12,18,16,History|Religion|Insight|Perception|Persuasion,War pick|Gray-Crossbow,Wis,Elf,Spare the Dying*0|Sacred Flame*0|Thaumaturgy*0|Mending*0|Bane*1|False Life*1|Command*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Sanctuary*1,War pick|,1-3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,11,0
5344,Sailor,Sorcerer,3,,23,15,14,15,15,15,14,18,Athletics|Arcana|Insight|Perception,"Crossbow, light|Dagger",Cha,Yaun-Ti,Chill Touch*0|Fire Bolt*0|Poison Spray*0|Shocking Grasp*0|Ray of Frost*0|Ray of Sickness*1|Charm Person*1,"Crossbow, Light|Dagger",1-3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0
5345,Sailor,Ranger,1,,11,17,13,15,12,10,14,12,Athletics|Investigation|Nature|Animal Handling|Perception|Survival,Quarterstaff|Dagger|Longbow,Wis,Turtle,,Quarterstaff|Dagger|Longbow,1-3,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
5346,Acolyte,Wizard,8,Magic Initiate,30,14,7,13,13,20,14,10,Arcana|Investigation|Religion|Insight|Perception,Quarterstaff,Int,Human,Ray of Frost*0|Mage Hand*0|Prestidigitation*0|Guidance*0|Resistance*0|Acid Splash*0|Minor Illusion*0|Mage Armor*1|Burning Hands*1|Magic Missile*1|Sleep*1|Detect Magic*1|Silent Image*1|Witch Bolt*1|Comprehend Languages*1|Shield*1|Identify*1|Disguise Self*1|Ice Knife*1|Scorching Ray*2|See Invisibility*2|Aganazzar's Scorcher*2|Detect Thoughts*2|Mirror Image*2|Misty Step*2|Knock*2|Snilloc's Snowball Swarm*2|Magic Mouth*2|Fireball*3|Haste*3|Tongues*3|Counterspell*3|Fly*3|Lightning Bolt*3|Wall of Fire*4|Banishment*4|Locate Creature*4|*|Stoneskin*4|Fire Shield*4|Blight*4|Arcane Eye*4|Confusion*4|Evard's Black Tentacles*4,Quarterstaff,8-11,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,44,0
5347,Soldier,Blood Hunter,6,Dual Wielder,63,17,12,18,14,8,14,10,Athletics|Acrobatics|Investigation|Insight|Survival|Intimidation,"Crossbow, light|Scimitar|Shortsword",Int,Human,,"Crossbow, Light|Scimitar|Shortsword",4-7,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
5348,Entertainer,Fighter|Bard,3,,29,20,15,8,16,10,10,15,Acrobatics|Investigation|Insight|Perception|Performance|Persuasion,"Crossbow, light|Battleaxe",Cha,Warforged,Thunderclap*0|Vicious Mockery*0|Sleep*1|Healing Word*1|Faerie Fire*1|Disguise Self*1|Thunderwave*1,"Crossbow, Light|Battleaxe",1-3,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,1
5349,Criminal,Rogue,5,Alert,45,14,12,17,13,10,15,8,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Shortsword|Shortbow|Dagger,Int,Elf,,Shortsword|Shortbow|Dagger,4-7,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0
